mapping_row_id,campaign_id,campaign_name,normalized_campaign_name,business_unit,marketing_channel,funnel_stage,region,state,account_manager,mapping_status,mapping_comment
MAP0126,IN_ME_1061,Holi Offer | Beauty | Karnataka | Programmatic,holi_offer_beauty_karnataka_programmatic,Beauty,Programmatic,Awareness,India,Karnataka,Rohan Patel,Mapped,Standard mapping applied
MAP0127,IN_YO_1006,Summer Savings | Travel | Karnataka | Search,summer_savings_travel_karnataka_search,Travel,Search,Conversion,India,Karnataka,Meera Nair,Mapped,Standard mapping applied
MAP0128,IN_DV_1059,Monsoon Deals | EdTech | Rajasthan | Social,monsoon_deals_edtech_rajasthan_social,EdTech,Social,Conversion,India,Rajasthan,Divya Menon,Mapped,Standard mapping applied
MAP0129,IN_YO_1025,Back to College | Home Appliances | Delhi NCR | Video,back_to_college_home_appliances_delhi_ncr_video,Home Appliances,Video,Retention,India,Delhi NCR,Sanjay Verma,Mapped,Standard mapping applied
MAP0130,IN_YO_1024,New Year | Home Appliances | Karnataka | Display,new_year_home_appliances_karnataka_display,Travel,Display,Awareness,India,Karnataka,Neha Gupta,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0131,IN_GO_1014,New Year | Beauty | West Bengal | Social,new_year_beauty_west_bengal_social,Beauty,Social,Retention,India,West Bengal,Meera Nair,Mapped,Standard mapping applied
MAP0132,IN_ME_1008,Wedding Season | Electronics | Rajasthan | Video,wedding_season_electronics_rajasthan_video,Electronics,Video,Consideration,India,Rajasthan,Vikram Iyer,Mapped,Standard mapping applied
MAP0133,IN_ME_1009,Festive Cashback | Travel | Maharashtra | Display,festive_cashback_travel_maharashtra_display,,,Consideration,India,Maharashtra,Neha Gupta,Missing Mapping,Business unit/channel not mapped
MAP0134,IN_GO_1074,Wedding Season | Grocery | Kerala | Video,wedding_season_grocery_kerala_video,Grocery,Video,Conversion,India,Kerala,Vikram Iyer,Mapped,Standard mapping applied
MAP0135,IN_GO_1034,Wedding Season | Beauty | Maharashtra | Display,wedding_season_beauty_maharashtra_display,Beauty,Display,Awareness,India,Maharashtra,Aarav Sharma,Mapped,Standard mapping applied
MAP0136,IN_ME_1041,Holi Offer | Home Appliances | Karnataka | Social,holi_offer_home_appliances_karnataka_social,Home Appliances,Social,Consideration,India,Karnataka,Vikram Iyer,Mapped,Standard mapping applied
MAP0137,IN_ME_1031,Back to College | Fashion | Telangana | Search,back_to_college_fashion_telangana_search,Fashion,Search,Retention,India,Telangana,Vikram Iyer,Mapped,Standard mapping applied
MAP0138,IN_LI_1062,Holi Offer | Electronics | Telangana | Video,holi_offer_electronics_telangana_video,Electronics,Video,Conversion,India,Telangana,Priya Reddy,Mapped,Standard mapping applied
MAP0139,IN_YO_1071,Wedding Season | Travel | Karnataka | Programmatic,wedding_season_travel_karnataka_programmatic,Travel,Programmatic,Consideration,India,Karnataka,Meera Nair,Mapped,Standard mapping applied
MAP0140,IN_GO_1029,IPL Promo | Fashion | Karnataka | Social,ipl_promo_fashion_karnataka_social,Fashion,Social,Awareness,India,Karnataka,Karthik Rao,Mapped,Standard mapping applied
MAP0141,IN_YO_1069,Back to College | Grocery | Tamil Nadu | Social,back_to_college_grocery_tamil_nadu_social,,,Conversion,India,Tamil Nadu,Vikram Iyer,Missing Mapping,Business unit/channel not mapped
MAP0142,IN_ME_1011,Festive Cashback | Grocery | Kerala | Programmatic,festive_cashback_grocery_kerala_programmatic,Grocery,Programmatic,Consideration,India,Kerala,Vikram Iyer,Mapped,Standard mapping applied
MAP0143,IN_LI_1039,Diwali Sale | Home Appliances | West Bengal | Programmatic,diwali_sale_home_appliances_west_bengal_programmatic,,,Consideration,India,West Bengal,Meera Nair,Missing Mapping,Business unit/channel not mapped
MAP0144,IN_GO_1044,Wedding Season | Home Appliances | Maharashtra | Display,wedding_season_home_appliances_maharashtra_display,Home Appliances,Display,Conversion,India,Maharashtra,Karthik Rao,Mapped,Standard mapping applied
MAP0145,IN_DV_1060,Back to College | Beauty | Telangana | Search,back_to_college_beauty_telangana_search,Beauty,Search,Awareness,India,Telangana,Vikram Iyer,Mapped,Standard mapping applied
MAP0146,IN_DV_1041,Summer Savings | EdTech | Kerala | Social,summer_savings_edtech_kerala_social,EdTech,Social,Awareness,India,Kerala,Meera Nair,Mapped,Standard mapping applied
MAP0147,IN_YO_1028,Holi Offer | Home Appliances | Rajasthan | Programmatic,holi_offer_home_appliances_rajasthan_programmatic,Home Appliances,Programmatic,Retention,India,Rajasthan,Neha Gupta,Mapped,Standard mapping applied
MAP0148,IN_DV_1047,Holi Offer | Home Appliances | Delhi NCR | Social,holi_offer_home_appliances_delhi_ncr_social,Home Appliances,Social,Retention,India,Delhi NCR,Priya Reddy,Mapped,Standard mapping applied
MAP0149,IN_ME_1036,Holi Offer | Home Appliances | Gujarat | Programmatic,holi_offer_home_appliances_gujarat_programmatic,Home Appliances,Programmatic,Consideration,India,Gujarat,Vikram Iyer,Mapped,Standard mapping applied
MAP0150,IN_DV_1066,Back to College | Grocery | Gujarat | Social,back_to_college_grocery_gujarat_social,Grocery,Social,Awareness,India,Gujarat,Neha Gupta,Mapped,Standard mapping applied
MAP0151,IN_DV_1079,Monsoon Deals | Beauty | Uttar Pradesh | Programmatic,monsoon_deals_beauty_uttar_pradesh_programmatic,Beauty,Programmatic,Conversion,India,Uttar Pradesh,Meera Nair,Mapped,Standard mapping applied
MAP0152,IN_LI_1043,Festive Cashback | Grocery | Gujarat | Display,festive_cashback_grocery_gujarat_display,Grocery,Display,Awareness,India,Gujarat,Aarav Sharma,Mapped,Standard mapping applied
MAP0153,IN_GO_1007,IPL Promo | Travel | Kerala | Programmatic,ipl_promo_travel_kerala_programmatic,Travel,Programmatic,Consideration,India,Kerala,Meera Nair,Mapped,Standard mapping applied
MAP0154,IN_ME_1057,Festive Cashback | Travel | Tamil Nadu | Search,festive_cashback_travel_tamil_nadu_search,Travel,Search,Consideration,India,Tamil Nadu,Aarav Sharma,Mapped,Standard mapping applied
MAP0155,IN_LI_1042,Diwali Sale | Travel | Rajasthan | Social,diwali_sale_travel_rajasthan_social,Travel,Social,Consideration,India,Rajasthan,Vikram Iyer,Mapped,Standard mapping applied
MAP0156,IN_LI_1036,IPL Promo | Beauty | Gujarat | Display,ipl_promo_beauty_gujarat_display,Beauty,Display,Awareness,India,Gujarat,Priya Reddy,Mapped,Standard mapping applied
MAP0157,IN_ME_1016,Wedding Season | Grocery | Rajasthan | Programmatic,wedding_season_grocery_rajasthan_programmatic,Grocery,Programmatic,Consideration,India,Rajasthan,Sanjay Verma,Mapped,Standard mapping applied
MAP0158,IN_ME_1033,IPL Promo | Travel | Delhi NCR | Search,ipl_promo_travel_delhi_ncr_search,Travel,Search,Consideration,India,Delhi NCR,Divya Menon,Mapped,Standard mapping applied
MAP0159,IN_YO_1007,Festive Cashback | Travel | Telangana | Programmatic,festive_cashback_travel_telangana_programmatic,Travel,Programmatic,Retention,India,Telangana,Neha Gupta,Mapped,Standard mapping applied
MAP0160,IN_DV_1021,Holi Offer | Travel | Gujarat | Social,holi_offer_travel_gujarat_social,Travel,Social,Retention,India,Gujarat,Rohan Patel,Mapped,Standard mapping applied
MAP0161,IN_ME_1074,IPL Promo | Travel | Delhi NCR | Search,ipl_promo_travel_delhi_ncr_search,Travel,Search,Consideration,India,Delhi NCR,Divya Menon,Mapped,Standard mapping applied
MAP0162,IN_DV_1038,New Year | EdTech | Telangana | Display,new_year_edtech_telangana_display,EdTech,Display,Conversion,India,Telangana,Vikram Iyer,Mapped,Standard mapping applied
MAP0163,IN_YO_1060,Back to College | Beauty | Rajasthan | Display,back_to_college_beauty_rajasthan_display,Beauty,Display,Awareness,India,Rajasthan,Karthik Rao,Mapped,Standard mapping applied
MAP0164,IN_YO_1079,Republic Day | EdTech | Telangana | Video,republic_day_edtech_telangana_video,EdTech,Video,Consideration,India,Telangana,Karthik Rao,Mapped,Standard mapping applied
MAP0165,IN_GO_1032,Holi Offer | Fashion | West Bengal | Social,holi_offer_fashion_west_bengal_social,Fashion,Social,Retention,India,West Bengal,Divya Menon,Mapped,Standard mapping applied
MAP0166,IN_YO_1031,Festive Cashback | Electronics | Kerala | Video,festive_cashback_electronics_kerala_video,Electronics,Video,Awareness,India,Kerala,Aarav Sharma,Mapped,Standard mapping applied
MAP0167,IN_LI_1018,IPL Promo | Grocery | Delhi NCR | Programmatic,ipl_promo_grocery_delhi_ncr_programmatic,Grocery,Programmatic,Consideration,India,Delhi NCR,Priya Reddy,Mapped,Standard mapping applied
MAP0168,IN_LI_1058,Summer Savings | EdTech | Rajasthan | Social,summer_savings_edtech_rajasthan_social,EdTech,Social,Retention,India,Rajasthan,Ananya Singh,Mapped,Standard mapping applied
MAP0169,IN_LI_1067,Festive Cashback | Beauty | Uttar Pradesh | Social,festive_cashback_beauty_uttar_pradesh_social,Beauty,Social,Consideration,India,Uttar Pradesh,Aarav Sharma,Mapped,Standard mapping applied
MAP0170,IN_LI_1073,Wedding Season | Fashion | Rajasthan | Programmatic,wedding_season_fashion_rajasthan_programmatic,Fashion,Programmatic,Retention,India,Rajasthan,Divya Menon,Mapped,Standard mapping applied
MAP0171,IN_DV_1045,Summer Savings | Beauty | Delhi NCR | Search,summer_savings_beauty_delhi_ncr_search,Beauty,Search,Consideration,India,Delhi NCR,Priya Reddy,Mapped,Standard mapping applied
MAP0172,IN_DV_1049,New Year | Fashion | Maharashtra | Social,new_year_fashion_maharashtra_social,Fashion,Social,Conversion,India,Maharashtra,Rohan Patel,Mapped,Standard mapping applied
MAP0173,IN_LI_1017,Republic Day | Electronics | Telangana | Social,republic_day_electronics_telangana_social,Electronics,Social,Awareness,India,Telangana,Aarav Sharma,Mapped,Standard mapping applied
MAP0174,IN_DV_1045,Back to College | Home Appliances | Uttar Pradesh | Social,back_to_college_home_appliances_uttar_pradesh_social,Home Appliances,Social,Retention,India,Uttar Pradesh,Meera Nair,Mapped,Standard mapping applied
MAP0175,IN_GO_1077,Diwali Sale | Fashion | West Bengal | Social,diwali_sale_fashion_west_bengal_social,Fashion,Social,Retention,India,West Bengal,Priya Reddy,Mapped,Standard mapping applied
MAP0176,IN_GO_1065,Summer Savings | Beauty | West Bengal | Social,summer_savings_beauty_west_bengal_social,Beauty,Social,Consideration,India,West Bengal,Ananya Singh,Mapped,Standard mapping applied
MAP0177,IN_LI_1039,IPL Promo | Fashion | Gujarat | Programmatic,ipl_promo_fashion_gujarat_programmatic,Fashion,Programmatic,Conversion,India,Gujarat,Vikram Iyer,Mapped,Standard mapping applied
MAP0178,IN_DV_1054,Diwali Sale | Grocery | Uttar Pradesh | Display,diwali_sale_grocery_uttar_pradesh_display,Grocery,Display,Retention,India,Uttar Pradesh,Karthik Rao,Mapped,Standard mapping applied
MAP0179,IN_ME_1053,Monsoon Deals | EdTech | Tamil Nadu | Display,monsoon_deals_edtech_tamil_nadu_display,EdTech,Display,Retention,India,Tamil Nadu,Ananya Singh,Mapped,Standard mapping applied
MAP0180,IN_YO_1035,Republic Day | Electronics | Karnataka | Programmatic,republic_day_electronics_karnataka_programmatic,Electronics,Programmatic,Consideration,India,Karnataka,Vikram Iyer,Mapped,Standard mapping applied
MAP0181,IN_LI_1028,Wedding Season | Fashion | Uttar Pradesh | Video,wedding_season_fashion_uttar_pradesh_video,Fashion,Video,Consideration,India,Uttar Pradesh,Karthik Rao,Mapped,Standard mapping applied
MAP0182,IN_ME_1049,Summer Savings | Home Appliances | Kerala | Social,summer_savings_home_appliances_kerala_social,Home Appliances,Social,Retention,India,Kerala,Rohan Patel,Mapped,Standard mapping applied
MAP0183,IN_DV_1041,Wedding Season | EdTech | Rajasthan | Video,wedding_season_edtech_rajasthan_video,EdTech,Video,Conversion,India,Rajasthan,Vikram Iyer,Mapped,Standard mapping applied
MAP0184,IN_YO_1049,IPL Promo | Fashion | Uttar Pradesh | Social,ipl_promo_fashion_uttar_pradesh_social,Fashion,Social,Retention,India,Uttar Pradesh,Ananya Singh,Mapped,Standard mapping applied
MAP0185,IN_YO_1018,Wedding Season | Home Appliances | Delhi NCR | Social,wedding_season_home_appliances_delhi_ncr_social,Home Appliances,Social,Retention,India,Delhi NCR,Priya Reddy,Mapped,Standard mapping applied
MAP0186,IN_GO_1018,Holi Offer | EdTech | Uttar Pradesh | Search,holi_offer_edtech_uttar_pradesh_search,EdTech,Search,Retention,India,Uttar Pradesh,Rohan Patel,Mapped,Standard mapping applied
MAP0187,IN_LI_1063,Diwali Sale | Beauty | Rajasthan | Programmatic,diwali_sale_beauty_rajasthan_programmatic,Beauty,Programmatic,Conversion,India,Rajasthan,Karthik Rao,Mapped,Standard mapping applied
MAP0188,IN_YO_1013,Diwali Sale | Beauty | Uttar Pradesh | Display,diwali_sale_beauty_uttar_pradesh_display,Beauty,Display,Consideration,India,Uttar Pradesh,Karthik Rao,Mapped,Standard mapping applied
MAP0189,IN_YO_1029,Republic Day | Home Appliances | West Bengal | Display,republic_day_home_appliances_west_bengal_display,Home Appliances,Display,Retention,India,West Bengal,Divya Menon,Mapped,Standard mapping applied
MAP0190,IN_GO_1002,New Year | Home Appliances | Karnataka | Programmatic,new_year_home_appliances_karnataka_programmatic,Home Appliances,Programmatic,Awareness,India,Karnataka,Priya Reddy,Mapped,Standard mapping applied
MAP0191,IN_LI_1006,Summer Savings | Fashion | Karnataka | Programmatic,summer_savings_fashion_karnataka_programmatic,Fashion,Programmatic,Awareness,India,Karnataka,Aarav Sharma,Mapped,Standard mapping applied
MAP0192,IN_GO_1051,Diwali Sale | Fashion | Telangana | Programmatic,diwali_sale_fashion_telangana_programmatic,Fashion,Programmatic,Consideration,India,Telangana,Meera Nair,Mapped,Standard mapping applied
MAP0193,IN_LI_1013,Monsoon Deals | EdTech | Gujarat | Search,monsoon_deals_edtech_gujarat_search,EdTech,Search,Conversion,India,Gujarat,Divya Menon,Mapped,Standard mapping applied
MAP0194,IN_LI_1030,Diwali Sale | Travel | West Bengal | Video,diwali_sale_travel_west_bengal_video,Travel,Video,Awareness,India,West Bengal,Aarav Sharma,Mapped,Standard mapping applied
MAP0195,IN_DV_1020,Summer Savings | Travel | Karnataka | Search,summer_savings_travel_karnataka_search,Travel,Search,Retention,India,Karnataka,Vikram Iyer,Mapped,Standard mapping applied
MAP0196,IN_YO_1014,Diwali Sale | Grocery | Karnataka | Display,diwali_sale_grocery_karnataka_display,Grocery,Display,Conversion,India,Karnataka,Rohan Patel,Mapped,Standard mapping applied
MAP0197,IN_DV_1077,Holi Offer | Grocery | Karnataka | Programmatic,holi_offer_grocery_karnataka_programmatic,Grocery,Programmatic,Awareness,India,Karnataka,Divya Menon,Mapped,Standard mapping applied
MAP0198,IN_GO_1018,Festive Cashback | Beauty | Uttar Pradesh | Social,festive_cashback_beauty_uttar_pradesh_social,Beauty,Social,Conversion,India,Uttar Pradesh,Rohan Patel,Mapped,Standard mapping applied
MAP0199,IN_YO_1032,Wedding Season | EdTech | West Bengal | Search,wedding_season_edtech_west_bengal_search,EdTech,Search,Retention,India,West Bengal,Neha Gupta,Mapped,Standard mapping applied
MAP0200,IN_ME_1057,New Year | Grocery | Delhi NCR | Programmatic,new_year_grocery_delhi_ncr_programmatic,Grocery,Programmatic,Retention,India,Delhi NCR,Rohan Patel,Mapped,Standard mapping applied
MAP0201,IN_ME_1023,Festive Cashback | Travel | Delhi NCR | Social,festive_cashback_travel_delhi_ncr_social,Travel,Social,Conversion,India,Delhi NCR,Sanjay Verma,Mapped,Standard mapping applied
MAP0202,IN_LI_1073,New Year | Grocery | Tamil Nadu | Display,new_year_grocery_tamil_nadu_display,Grocery,Display,Consideration,India,Tamil Nadu,Vikram Iyer,Mapped,Standard mapping applied
MAP0203,IN_GO_1064,Summer Savings | Home Appliances | Rajasthan | Video,summer_savings_home_appliances_rajasthan_video,,,Conversion,India,Rajasthan,Aarav Sharma,Missing Mapping,Business unit/channel not mapped
MAP0204,IN_DV_1065,Festive Cashback | Home Appliances | Karnataka | Programmatic,festive_cashback_home_appliances_karnataka_programmatic,Home Appliances,Programmatic,Retention,India,Karnataka,Vikram Iyer,Mapped,Standard mapping applied
MAP0205,IN_LI_1079,Holi Offer | Electronics | Kerala | Social,holi_offer_electronics_kerala_social,Electronics,Social,Conversion,India,Kerala,Karthik Rao,Mapped,Standard mapping applied
MAP0206,IN_DV_1048,Holi Offer | Grocery | Karnataka | Social,holi_offer_grocery_karnataka_social,Grocery,Social,Conversion,India,Karnataka,Divya Menon,Mapped,Standard mapping applied
MAP0207,IN_YO_1019,Holi Offer | Grocery | Maharashtra | Display,holi_offer_grocery_maharashtra_display,Grocery,Display,Conversion,India,Maharashtra,Sanjay Verma,Mapped,Standard mapping applied
MAP0208,IN_YO_1039,Wedding Season | Travel | Rajasthan | Display,wedding_season_travel_rajasthan_display,Travel,Display,Retention,India,Rajasthan,Rohan Patel,Mapped,Standard mapping applied
MAP0209,IN_GO_1072,Summer Savings | Beauty | Telangana | Social,summer_savings_beauty_telangana_social,Beauty,Social,Retention,India,Telangana,Rohan Patel,Mapped,Standard mapping applied
MAP0210,IN_ME_1076,Diwali Sale | Travel | West Bengal | Programmatic,diwali_sale_travel_west_bengal_programmatic,Travel,Programmatic,Retention,India,West Bengal,Aarav Sharma,Mapped,Standard mapping applied
MAP0211,IN_LI_1034,Republic Day | Grocery | Karnataka | Social,republic_day_grocery_karnataka_social,Grocery,Social,Consideration,India,Karnataka,Aarav Sharma,Mapped,Standard mapping applied
MAP0212,IN_DV_1080,Festive Cashback | Electronics | Kerala | Video,festive_cashback_electronics_kerala_video,Electronics,Video,Consideration,India,Kerala,Aarav Sharma,Mapped,Standard mapping applied
MAP0213,IN_LI_1024,Republic Day | Electronics | Karnataka | Social,republic_day_electronics_karnataka_social,Electronics,Social,Conversion,India,Karnataka,Rohan Patel,Mapped,Standard mapping applied
MAP0214,IN_LI_1022,Monsoon Deals | Home Appliances | West Bengal | Programmatic,monsoon_deals_home_appliances_west_bengal_programmatic,Home Appliances,Programmatic,Retention,India,West Bengal,Karthik Rao,Mapped,Standard mapping applied
MAP0215,IN_GO_1065,Wedding Season | Fashion | Gujarat | Social,wedding_season_fashion_gujarat_social,Fashion,Social,Retention,India,Gujarat,Aarav Sharma,Mapped,Standard mapping applied
MAP0216,IN_DV_1036,Festive Cashback | Electronics | Telangana | Social,festive_cashback_electronics_telangana_social,Electronics,Social,Conversion,India,Telangana,Sanjay Verma,Mapped,Standard mapping applied
MAP0217,IN_LI_1006,Festive Cashback | Electronics | Uttar Pradesh | Video,festive_cashback_electronics_uttar_pradesh_video,Electronics,Video,Retention,India,Uttar Pradesh,Meera Nair,Mapped,Standard mapping applied
MAP0218,IN_ME_1016,Wedding Season | Grocery | Delhi NCR | Video,wedding_season_grocery_delhi_ncr_video,Grocery,Video,Consideration,India,Delhi NCR,Priya Reddy,Mapped,Standard mapping applied
MAP0219,IN_YO_1027,New Year | Fashion | Kerala | Programmatic,new_year_fashion_kerala_programmatic,Grocery,Programmatic,Awareness,India,Kerala,Ananya Singh,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0220,IN_ME_1053,IPL Promo | Beauty | Gujarat | Video,ipl_promo_beauty_gujarat_video,Beauty,Video,Conversion,India,Gujarat,Rohan Patel,Mapped,Standard mapping applied
MAP0221,IN_ME_1019,Republic Day | EdTech | Telangana | Social,republic_day_edtech_telangana_social,EdTech,Social,Consideration,India,Telangana,Sanjay Verma,Mapped,Standard mapping applied
MAP0222,IN_GO_1042,IPL Promo | Travel | West Bengal | Video,ipl_promo_travel_west_bengal_video,Travel,Video,Conversion,India,West Bengal,Divya Menon,Mapped,Standard mapping applied
MAP0223,IN_YO_1042,Summer Savings | Home Appliances | Karnataka | Social,summer_savings_home_appliances_karnataka_social,Home Appliances,Social,Consideration,India,Karnataka,Divya Menon,Mapped,Standard mapping applied
MAP0224,IN_YO_1021,Holi Offer | Travel | Maharashtra | Display,holi_offer_travel_maharashtra_display,Travel,Display,Awareness,India,Maharashtra,Sanjay Verma,Mapped,Standard mapping applied
MAP0225,IN_ME_1048,IPL Promo | Electronics | Delhi NCR | Video,ipl_promo_electronics_delhi_ncr_video,Electronics,Video,Consideration,India,Delhi NCR,Karthik Rao,Mapped,Standard mapping applied
MAP0226,IN_ME_1062,Holi Offer | Travel | West Bengal | Search,holi_offer_travel_west_bengal_search,Travel,Search,Awareness,India,West Bengal,Ananya Singh,Mapped,Standard mapping applied
MAP0227,IN_GO_1030,New Year | Travel | Gujarat | Social,new_year_travel_gujarat_social,Travel,Social,Retention,India,Gujarat,Priya Reddy,Mapped,Standard mapping applied
MAP0228,IN_YO_1073,Monsoon Deals | Travel | Telangana | Social,monsoon_deals_travel_telangana_social,Travel,Social,Conversion,India,Telangana,Aarav Sharma,Mapped,Standard mapping applied
MAP0229,IN_ME_1018,Wedding Season | EdTech | West Bengal | Social,wedding_season_edtech_west_bengal_social,EdTech,Social,Awareness,India,West Bengal,Karthik Rao,Mapped,Standard mapping applied
MAP0230,IN_YO_1077,IPL Promo | Travel | Telangana | Search,ipl_promo_travel_telangana_search,Travel,Search,Awareness,India,Telangana,Neha Gupta,Mapped,Standard mapping applied
MAP0231,IN_YO_1007,Festive Cashback | Beauty | Tamil Nadu | Social,festive_cashback_beauty_tamil_nadu_social,Beauty,Social,Awareness,India,Tamil Nadu,Priya Reddy,Mapped,Standard mapping applied
MAP0232,IN_ME_1041,Festive Cashback | Electronics | Rajasthan | Programmatic,festive_cashback_electronics_rajasthan_programmatic,Electronics,Programmatic,Retention,India,Rajasthan,Meera Nair,Mapped,Standard mapping applied
MAP0233,IN_ME_1028,Diwali Sale | Beauty | Rajasthan | Search,diwali_sale_beauty_rajasthan_search,Travel,Search,Conversion,India,Rajasthan,Divya Menon,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0234,IN_LI_1011,New Year | Electronics | West Bengal | Programmatic,new_year_electronics_west_bengal_programmatic,Electronics,Programmatic,Awareness,India,West Bengal,Neha Gupta,Mapped,Standard mapping applied
MAP0235,IN_LI_1056,Festive Cashback | Travel | Gujarat | Search,festive_cashback_travel_gujarat_search,Travel,Search,Awareness,India,Gujarat,Divya Menon,Mapped,Standard mapping applied
MAP0236,IN_GO_1002,Festive Cashback | Electronics | Rajasthan | Video,festive_cashback_electronics_rajasthan_video,Electronics,Video,Retention,India,Rajasthan,Neha Gupta,Mapped,Standard mapping applied
MAP0237,IN_LI_1016,Monsoon Deals | Grocery | Uttar Pradesh | Social,monsoon_deals_grocery_uttar_pradesh_social,Grocery,Social,Consideration,India,Uttar Pradesh,Ananya Singh,Mapped,Standard mapping applied
MAP0238,IN_GO_1064,Wedding Season | Home Appliances | Delhi NCR | Programmatic,wedding_season_home_appliances_delhi_ncr_programmatic,Home Appliances,Programmatic,Awareness,India,Delhi NCR,Vikram Iyer,Mapped,Standard mapping applied
MAP0239,IN_LI_1006,Back to College | Electronics | Karnataka | Search,back_to_college_electronics_karnataka_search,Electronics,Search,Awareness,India,Karnataka,Priya Reddy,Mapped,Standard mapping applied
MAP0240,IN_LI_1010,Republic Day | Fashion | West Bengal | Display,republic_day_fashion_west_bengal_display,Fashion,Display,Retention,India,West Bengal,Priya Reddy,Mapped,Standard mapping applied
MAP0241,IN_ME_1042,New Year | Electronics | Uttar Pradesh | Display,new_year_electronics_uttar_pradesh_display,Electronics,Display,Conversion,India,Uttar Pradesh,Rohan Patel,Mapped,Standard mapping applied
MAP0242,IN_YO_1070,Wedding Season | Grocery | Kerala | Programmatic,wedding_season_grocery_kerala_programmatic,Grocery,Programmatic,Retention,India,Kerala,Priya Reddy,Mapped,Standard mapping applied
MAP0243,IN_ME_1040,Diwali Sale | Grocery | Uttar Pradesh | Search,diwali_sale_grocery_uttar_pradesh_search,Grocery,Search,Consideration,India,Uttar Pradesh,Rohan Patel,Mapped,Standard mapping applied
MAP0244,IN_ME_1048,Diwali Sale | Fashion | Delhi NCR | Programmatic,diwali_sale_fashion_delhi_ncr_programmatic,Fashion,Programmatic,Retention,India,Delhi NCR,Vikram Iyer,Mapped,Standard mapping applied
MAP0245,IN_DV_1034,New Year | Travel | Karnataka | Social,new_year_travel_karnataka_social,Travel,Social,Consideration,India,Karnataka,Priya Reddy,Mapped,Standard mapping applied
MAP0246,IN_YO_1014,Summer Savings | Electronics | Rajasthan | Social,summer_savings_electronics_rajasthan_social,Electronics,Social,Retention,India,Rajasthan,Karthik Rao,Mapped,Standard mapping applied
MAP0247,IN_LI_1012,Wedding Season | Grocery | Gujarat | Display,wedding_season_grocery_gujarat_display,Grocery,Display,Conversion,India,Gujarat,Divya Menon,Mapped,Standard mapping applied
MAP0248,IN_GO_1066,Monsoon Deals | Electronics | Tamil Nadu | Social,monsoon_deals_electronics_tamil_nadu_social,Electronics,Social,Conversion,India,Tamil Nadu,Priya Reddy,Mapped,Standard mapping applied
MAP0249,IN_DV_1018,Back to College | Fashion | Rajasthan | Search,back_to_college_fashion_rajasthan_search,Fashion,Search,Conversion,India,Rajasthan,Sanjay Verma,Mapped,Standard mapping applied
MAP0250,IN_ME_1003,Holi Offer | Beauty | West Bengal | Programmatic,holi_offer_beauty_west_bengal_programmatic,Beauty,Programmatic,Retention,India,West Bengal,Meera Nair,Mapped,Standard mapping applied
