mapping_row_id,campaign_id,campaign_name,normalized_campaign_name,business_unit,marketing_channel,funnel_stage,region,state,account_manager,mapping_status,mapping_comment
MAP0251,IN_YO_1051,Wedding Season | Electronics | Karnataka | Social,wedding_season_electronics_karnataka_social,Electronics,Social,Retention,India,Karnataka,Meera Nair,Mapped,Standard mapping applied
MAP0252,IN_ME_1038,Wedding Season | Fashion | Delhi NCR | Search,wedding_season_fashion_delhi_ncr_search,Fashion,Search,Retention,India,Delhi NCR,Priya Reddy,Mapped,Standard mapping applied
MAP0253,IN_DV_1070,Summer Savings | Travel | Telangana | Programmatic,summer_savings_travel_telangana_programmatic,,,Retention,India,Telangana,Neha Gupta,Missing Mapping,Business unit/channel not mapped
MAP0254,IN_LI_1024,Festive Cashback | Beauty | Rajasthan | Video,festive_cashback_beauty_rajasthan_video,Beauty,Video,Consideration,India,Rajasthan,Karthik Rao,Mapped,Standard mapping applied
MAP0255,IN_GO_1013,Republic Day | EdTech | Rajasthan | Programmatic,republic_day_edtech_rajasthan_programmatic,EdTech,Programmatic,Retention,India,Rajasthan,Priya Reddy,Mapped,Standard mapping applied
MAP0256,IN_ME_1076,Republic Day | EdTech | Kerala | Social,republic_day_edtech_kerala_social,EdTech,Social,Conversion,India,Kerala,Meera Nair,Mapped,Standard mapping applied
MAP0257,IN_YO_1040,Monsoon Deals | Beauty | Kerala | Social,monsoon_deals_beauty_kerala_social,,,Consideration,India,Kerala,Rohan Patel,Missing Mapping,Business unit/channel not mapped
MAP0258,IN_GO_1044,Diwali Sale | Grocery | Uttar Pradesh | Programmatic,diwali_sale_grocery_uttar_pradesh_programmatic,Grocery,Programmatic,Retention,India,Uttar Pradesh,Sanjay Verma,Mapped,Standard mapping applied
MAP0259,IN_GO_1048,Monsoon Deals | EdTech | Telangana | Search,monsoon_deals_edtech_telangana_search,EdTech,Search,Awareness,India,Telangana,Vikram Iyer,Mapped,Standard mapping applied
MAP0260,IN_YO_1072,New Year | EdTech | Telangana | Display,new_year_edtech_telangana_display,EdTech,Display,Retention,India,Telangana,Priya Reddy,Mapped,Standard mapping applied
MAP0261,IN_LI_1001,IPL Promo | Travel | Telangana | Video,ipl_promo_travel_telangana_video,Travel,Video,Retention,India,Telangana,Vikram Iyer,Mapped,Standard mapping applied
MAP0262,IN_GO_1073,Republic Day | EdTech | Telangana | Programmatic,republic_day_edtech_telangana_programmatic,EdTech,Programmatic,Consideration,India,Telangana,Vikram Iyer,Mapped,Standard mapping applied
MAP0263,IN_YO_1034,Holi Offer | EdTech | Gujarat | Video,holi_offer_edtech_gujarat_video,EdTech,Video,Consideration,India,Gujarat,Sanjay Verma,Mapped,Standard mapping applied
MAP0264,IN_GO_1064,Wedding Season | Travel | Maharashtra | Display,wedding_season_travel_maharashtra_display,Travel,Display,Conversion,India,Maharashtra,Divya Menon,Mapped,Standard mapping applied
MAP0265,IN_LI_1041,Wedding Season | Electronics | Tamil Nadu | Search,wedding_season_electronics_tamil_nadu_search,Electronics,Search,Awareness,India,Tamil Nadu,Aarav Sharma,Mapped,Standard mapping applied
MAP0266,IN_ME_1004,Republic Day | Beauty | Karnataka | Programmatic,republic_day_beauty_karnataka_programmatic,Beauty,Programmatic,Awareness,India,Karnataka,Sanjay Verma,Mapped,Standard mapping applied
MAP0267,IN_GO_1037,Summer Savings | Fashion | Karnataka | Display,summer_savings_fashion_karnataka_display,Fashion,Display,Retention,India,Karnataka,Priya Reddy,Mapped,Standard mapping applied
MAP0268,IN_ME_1077,Diwali Sale | Home Appliances | Maharashtra | Search,diwali_sale_home_appliances_maharashtra_search,,,Conversion,India,Maharashtra,Neha Gupta,Missing Mapping,Business unit/channel not mapped
MAP0269,IN_GO_1034,IPL Promo | EdTech | Rajasthan | Display,ipl_promo_edtech_rajasthan_display,EdTech,Display,Awareness,India,Rajasthan,Sanjay Verma,Mapped,Standard mapping applied
MAP0270,IN_YO_1029,Diwali Sale | Grocery | Telangana | Display,diwali_sale_grocery_telangana_display,Grocery,Display,Awareness,India,Telangana,Meera Nair,Mapped,Standard mapping applied
MAP0271,IN_GO_1008,Back to College | Home Appliances | Karnataka | Programmatic,back_to_college_home_appliances_karnataka_programmatic,Home Appliances,Programmatic,Consideration,India,Karnataka,Karthik Rao,Mapped,Standard mapping applied
MAP0272,IN_DV_1005,Wedding Season | Grocery | Kerala | Search,wedding_season_grocery_kerala_search,Grocery,Search,Awareness,India,Kerala,Karthik Rao,Mapped,Standard mapping applied
MAP0273,IN_ME_1006,Monsoon Deals | Fashion | Karnataka | Social,monsoon_deals_fashion_karnataka_social,Electronics,Social,Conversion,India,Karnataka,Neha Gupta,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0274,IN_ME_1072,Republic Day | Travel | Kerala | Search,republic_day_travel_kerala_search,Travel,Search,Retention,India,Kerala,Meera Nair,Mapped,Standard mapping applied
MAP0275,IN_LI_1073,New Year | Electronics | Kerala | Display,new_year_electronics_kerala_display,Electronics,Display,Conversion,India,Kerala,Neha Gupta,Mapped,Standard mapping applied
MAP0276,IN_LI_1063,Back to College | Grocery | Karnataka | Display,back_to_college_grocery_karnataka_display,Grocery,Display,Consideration,India,Karnataka,Ananya Singh,Mapped,Standard mapping applied
MAP0277,IN_LI_1031,New Year | Electronics | Kerala | Display,new_year_electronics_kerala_display,Electronics,Display,Awareness,India,Kerala,Divya Menon,Mapped,Standard mapping applied
MAP0278,IN_YO_1018,IPL Promo | EdTech | Delhi NCR | Display,ipl_promo_edtech_delhi_ncr_display,EdTech,Display,Awareness,India,Delhi NCR,Karthik Rao,Mapped,Standard mapping applied
MAP0279,IN_DV_1063,Holi Offer | Fashion | Kerala | Display,holi_offer_fashion_kerala_display,Fashion,Display,Awareness,India,Kerala,Aarav Sharma,Mapped,Standard mapping applied
MAP0280,IN_GO_1025,Monsoon Deals | EdTech | Delhi NCR | Programmatic,monsoon_deals_edtech_delhi_ncr_programmatic,EdTech,Programmatic,Awareness,India,Delhi NCR,Aarav Sharma,Mapped,Standard mapping applied
MAP0281,IN_GO_1016,IPL Promo | Grocery | Gujarat | Display,ipl_promo_grocery_gujarat_display,Grocery,Display,Retention,India,Gujarat,Meera Nair,Mapped,Standard mapping applied
MAP0282,IN_DV_1012,Republic Day | Grocery | Kerala | Social,republic_day_grocery_kerala_social,Grocery,Social,Retention,India,Kerala,Divya Menon,Mapped,Standard mapping applied
MAP0283,IN_ME_1002,Summer Savings | Grocery | Tamil Nadu | Display,summer_savings_grocery_tamil_nadu_display,,,Retention,India,Tamil Nadu,Vikram Iyer,Missing Mapping,Business unit/channel not mapped
MAP0284,IN_ME_1033,IPL Promo | Home Appliances | Delhi NCR | Display,ipl_promo_home_appliances_delhi_ncr_display,Home Appliances,Display,Conversion,India,Delhi NCR,Karthik Rao,Mapped,Standard mapping applied
MAP0285,IN_LI_1014,Back to College | Travel | Karnataka | Video,back_to_college_travel_karnataka_video,Travel,Video,Conversion,India,Karnataka,Priya Reddy,Mapped,Standard mapping applied
MAP0286,IN_YO_1052,Monsoon Deals | Beauty | Delhi NCR | Social,monsoon_deals_beauty_delhi_ncr_social,Beauty,Social,Consideration,India,Delhi NCR,Aarav Sharma,Mapped,Standard mapping applied
MAP0287,IN_YO_1029,New Year | Home Appliances | Delhi NCR | Search,new_year_home_appliances_delhi_ncr_search,Beauty,Search,Awareness,India,Delhi NCR,Aarav Sharma,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0288,IN_YO_1013,Monsoon Deals | EdTech | Uttar Pradesh | Programmatic,monsoon_deals_edtech_uttar_pradesh_programmatic,EdTech,Programmatic,Consideration,India,Uttar Pradesh,Aarav Sharma,Mapped,Standard mapping applied
MAP0289,IN_YO_1048,Republic Day | Fashion | Karnataka | Video,republic_day_fashion_karnataka_video,Fashion,Video,Retention,India,Karnataka,Rohan Patel,Mapped,Standard mapping applied
MAP0290,IN_LI_1049,Holi Offer | Home Appliances | Kerala | Social,holi_offer_home_appliances_kerala_social,,,Consideration,India,Kerala,Karthik Rao,Missing Mapping,Business unit/channel not mapped
MAP0291,IN_ME_1024,Festive Cashback | Home Appliances | Gujarat | Social,festive_cashback_home_appliances_gujarat_social,Home Appliances,Social,Consideration,India,Gujarat,Priya Reddy,Mapped,Standard mapping applied
MAP0292,IN_GO_1012,IPL Promo | Fashion | Maharashtra | Social,ipl_promo_fashion_maharashtra_social,,,Retention,India,Maharashtra,Rohan Patel,Missing Mapping,Business unit/channel not mapped
MAP0293,IN_DV_1068,Back to College | Fashion | Maharashtra | Video,back_to_college_fashion_maharashtra_video,Fashion,Video,Retention,India,Maharashtra,Aarav Sharma,Mapped,Standard mapping applied
MAP0294,IN_YO_1009,Holi Offer | Home Appliances | Delhi NCR | Programmatic,holi_offer_home_appliances_delhi_ncr_programmatic,Home Appliances,Programmatic,Consideration,India,Delhi NCR,Rohan Patel,Mapped,Standard mapping applied
MAP0295,IN_LI_1046,New Year | Travel | Uttar Pradesh | Social,new_year_travel_uttar_pradesh_social,Travel,Social,Retention,India,Uttar Pradesh,Meera Nair,Mapped,Standard mapping applied
MAP0296,IN_GO_1047,Monsoon Deals | Fashion | Tamil Nadu | Search,monsoon_deals_fashion_tamil_nadu_search,Fashion,Search,Awareness,India,Tamil Nadu,Meera Nair,Mapped,Standard mapping applied
MAP0297,IN_LI_1015,Festive Cashback | Electronics | Kerala | Search,festive_cashback_electronics_kerala_search,Electronics,Search,Consideration,India,Kerala,Ananya Singh,Mapped,Standard mapping applied
MAP0298,IN_ME_1067,Diwali Sale | Grocery | Tamil Nadu | Display,diwali_sale_grocery_tamil_nadu_display,Grocery,Display,Retention,India,Tamil Nadu,Aarav Sharma,Mapped,Standard mapping applied
MAP0299,IN_LI_1078,IPL Promo | Electronics | Kerala | Search,ipl_promo_electronics_kerala_search,Electronics,Search,Awareness,India,Kerala,Priya Reddy,Mapped,Standard mapping applied
MAP0300,IN_DV_1062,Diwali Sale | Beauty | Delhi NCR | Display,diwali_sale_beauty_delhi_ncr_display,Beauty,Display,Retention,India,Delhi NCR,Karthik Rao,Mapped,Standard mapping applied
MAP0301,IN_LI_1013,Holi Offer | EdTech | Rajasthan | Programmatic,holi_offer_edtech_rajasthan_programmatic,EdTech,Programmatic,Retention,India,Rajasthan,Divya Menon,Mapped,Standard mapping applied
MAP0302,IN_DV_1041,Monsoon Deals | EdTech | Maharashtra | Search,monsoon_deals_edtech_maharashtra_search,,,Conversion,India,Maharashtra,Aarav Sharma,Missing Mapping,Business unit/channel not mapped
MAP0303,IN_GO_1035,Monsoon Deals | Grocery | Telangana | Video,monsoon_deals_grocery_telangana_video,Grocery,Video,Retention,India,Telangana,Meera Nair,Mapped,Standard mapping applied
MAP0304,IN_DV_1022,IPL Promo | EdTech | West Bengal | Display,ipl_promo_edtech_west_bengal_display,EdTech,Display,Retention,India,West Bengal,Ananya Singh,Mapped,Standard mapping applied
MAP0305,IN_GO_1079,Wedding Season | EdTech | West Bengal | Programmatic,wedding_season_edtech_west_bengal_programmatic,EdTech,Programmatic,Awareness,India,West Bengal,Sanjay Verma,Mapped,Standard mapping applied
MAP0306,IN_DV_1041,New Year | Home Appliances | Rajasthan | Search,new_year_home_appliances_rajasthan_search,Home Appliances,Search,Retention,India,Rajasthan,Divya Menon,Mapped,Standard mapping applied
MAP0307,IN_LI_1032,Republic Day | Beauty | Tamil Nadu | Programmatic,republic_day_beauty_tamil_nadu_programmatic,Beauty,Programmatic,Awareness,India,Tamil Nadu,Vikram Iyer,Mapped,Standard mapping applied
MAP0308,IN_LI_1010,Monsoon Deals | Beauty | Maharashtra | Display,monsoon_deals_beauty_maharashtra_display,Beauty,Display,Retention,India,Maharashtra,Meera Nair,Mapped,Standard mapping applied
MAP0309,IN_LI_1057,New Year | Home Appliances | Tamil Nadu | Social,new_year_home_appliances_tamil_nadu_social,,,Retention,India,Tamil Nadu,Divya Menon,Missing Mapping,Business unit/channel not mapped
MAP0310,IN_GO_1072,Diwali Sale | Electronics | Rajasthan | Display,diwali_sale_electronics_rajasthan_display,Electronics,Display,Conversion,India,Rajasthan,Meera Nair,Mapped,Standard mapping applied
MAP0311,IN_YO_1059,Wedding Season | Grocery | Uttar Pradesh | Video,wedding_season_grocery_uttar_pradesh_video,Grocery,Video,Retention,India,Uttar Pradesh,Aarav Sharma,Mapped,Standard mapping applied
MAP0312,IN_YO_1046,Holi Offer | EdTech | Rajasthan | Social,holi_offer_edtech_rajasthan_social,EdTech,Social,Conversion,India,Rajasthan,Ananya Singh,Mapped,Standard mapping applied
MAP0313,IN_GO_1079,Wedding Season | Fashion | Maharashtra | Display,wedding_season_fashion_maharashtra_display,Fashion,Display,Conversion,India,Maharashtra,Meera Nair,Mapped,Standard mapping applied
MAP0314,IN_ME_1059,New Year | Electronics | Gujarat | Programmatic,new_year_electronics_gujarat_programmatic,Electronics,Programmatic,Consideration,India,Gujarat,Divya Menon,Mapped,Standard mapping applied
MAP0315,IN_LI_1075,Festive Cashback | Home Appliances | Maharashtra | Programmatic,festive_cashback_home_appliances_maharashtra_programmatic,EdTech,Programmatic,Conversion,India,Maharashtra,Divya Menon,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0316,IN_LI_1044,New Year | Beauty | Gujarat | Social,new_year_beauty_gujarat_social,Beauty,Social,Retention,India,Gujarat,Rohan Patel,Mapped,Standard mapping applied
MAP0317,IN_LI_1080,Back to College | Travel | Delhi NCR | Social,back_to_college_travel_delhi_ncr_social,Travel,Social,Conversion,India,Delhi NCR,Karthik Rao,Mapped,Standard mapping applied
MAP0318,IN_ME_1074,Holi Offer | EdTech | Uttar Pradesh | Video,holi_offer_edtech_uttar_pradesh_video,EdTech,Video,Retention,India,Uttar Pradesh,Neha Gupta,Mapped,Standard mapping applied
MAP0319,IN_YO_1007,Back to College | Electronics | West Bengal | Search,back_to_college_electronics_west_bengal_search,Electronics,Search,Retention,India,West Bengal,Rohan Patel,Mapped,Standard mapping applied
MAP0320,IN_YO_1058,IPL Promo | Fashion | Telangana | Programmatic,ipl_promo_fashion_telangana_programmatic,Fashion,Programmatic,Consideration,India,Telangana,Vikram Iyer,Mapped,Standard mapping applied
MAP0321,IN_LI_1050,Back to College | EdTech | West Bengal | Video,back_to_college_edtech_west_bengal_video,EdTech,Video,Awareness,India,West Bengal,Meera Nair,Mapped,Standard mapping applied
MAP0322,IN_GO_1048,Summer Savings | Beauty | Maharashtra | Display,summer_savings_beauty_maharashtra_display,Beauty,Display,Consideration,India,Maharashtra,Ananya Singh,Mapped,Standard mapping applied
MAP0323,IN_YO_1006,Holi Offer | Fashion | Rajasthan | Social,holi_offer_fashion_rajasthan_social,Fashion,Social,Retention,India,Rajasthan,Priya Reddy,Mapped,Standard mapping applied
MAP0324,IN_GO_1007,Monsoon Deals | Electronics | Gujarat | Social,monsoon_deals_electronics_gujarat_social,Electronics,Social,Retention,India,Gujarat,Meera Nair,Mapped,Standard mapping applied
MAP0325,IN_LI_1067,Holi Offer | EdTech | Uttar Pradesh | Video,holi_offer_edtech_uttar_pradesh_video,EdTech,Video,Consideration,India,Uttar Pradesh,Ananya Singh,Mapped,Standard mapping applied
MAP0326,IN_GO_1038,Summer Savings | Travel | Gujarat | Video,summer_savings_travel_gujarat_video,Travel,Video,Awareness,India,Gujarat,Aarav Sharma,Mapped,Standard mapping applied
MAP0327,IN_GO_1042,Wedding Season | Fashion | Karnataka | Programmatic,wedding_season_fashion_karnataka_programmatic,,,Conversion,India,Karnataka,Neha Gupta,Missing Mapping,Business unit/channel not mapped
MAP0328,IN_YO_1006,Back to College | EdTech | Maharashtra | Programmatic,back_to_college_edtech_maharashtra_programmatic,EdTech,Programmatic,Consideration,India,Maharashtra,Rohan Patel,Mapped,Standard mapping applied
MAP0329,IN_ME_1027,Holi Offer | Fashion | Uttar Pradesh | Social,holi_offer_fashion_uttar_pradesh_social,Electronics,Social,Awareness,India,Uttar Pradesh,Priya Reddy,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0330,IN_GO_1010,Wedding Season | Travel | Telangana | Video,wedding_season_travel_telangana_video,Travel,Video,Retention,India,Telangana,Priya Reddy,Mapped,Standard mapping applied
MAP0331,IN_YO_1003,Wedding Season | Travel | West Bengal | Display,wedding_season_travel_west_bengal_display,Travel,Display,Consideration,India,West Bengal,Priya Reddy,Mapped,Standard mapping applied
MAP0332,IN_GO_1039,Holi Offer | Grocery | Kerala | Programmatic,holi_offer_grocery_kerala_programmatic,Grocery,Programmatic,Consideration,India,Kerala,Meera Nair,Mapped,Standard mapping applied
MAP0333,IN_GO_1038,Back to College | Fashion | Rajasthan | Social,back_to_college_fashion_rajasthan_social,Travel,Social,Conversion,India,Rajasthan,Neha Gupta,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0334,IN_YO_1071,Holi Offer | Electronics | Maharashtra | Search,holi_offer_electronics_maharashtra_search,Electronics,Search,Awareness,India,Maharashtra,Sanjay Verma,Mapped,Standard mapping applied
MAP0335,IN_ME_1079,Back to College | Fashion | West Bengal | Social,back_to_college_fashion_west_bengal_social,Fashion,Social,Consideration,India,West Bengal,Sanjay Verma,Mapped,Standard mapping applied
MAP0336,IN_GO_1013,Back to College | Electronics | Uttar Pradesh | Video,back_to_college_electronics_uttar_pradesh_video,Electronics,Video,Awareness,India,Uttar Pradesh,Aarav Sharma,Mapped,Standard mapping applied
MAP0337,IN_ME_1058,Festive Cashback | Electronics | Karnataka | Social,festive_cashback_electronics_karnataka_social,Electronics,Social,Retention,India,Karnataka,Meera Nair,Mapped,Standard mapping applied
MAP0338,IN_LI_1029,New Year | Fashion | Gujarat | Search,new_year_fashion_gujarat_search,,,Awareness,India,Gujarat,Priya Reddy,Missing Mapping,Business unit/channel not mapped
MAP0339,IN_YO_1014,Wedding Season | Grocery | Rajasthan | Video,wedding_season_grocery_rajasthan_video,Grocery,Video,Awareness,India,Rajasthan,Sanjay Verma,Mapped,Standard mapping applied
MAP0340,IN_LI_1004,Holi Offer | Travel | Tamil Nadu | Search,holi_offer_travel_tamil_nadu_search,Travel,Search,Awareness,India,Tamil Nadu,Rohan Patel,Mapped,Standard mapping applied
MAP0341,IN_LI_1038,Monsoon Deals | Grocery | Delhi NCR | Display,monsoon_deals_grocery_delhi_ncr_display,Grocery,Display,Awareness,India,Delhi NCR,Ananya Singh,Mapped,Standard mapping applied
MAP0342,IN_GO_1021,Monsoon Deals | EdTech | Tamil Nadu | Programmatic,monsoon_deals_edtech_tamil_nadu_programmatic,EdTech,Programmatic,Conversion,India,Tamil Nadu,Rohan Patel,Mapped,Standard mapping applied
MAP0343,IN_DV_1034,Summer Savings | EdTech | Gujarat | Display,summer_savings_edtech_gujarat_display,EdTech,Display,Conversion,India,Gujarat,Meera Nair,Mapped,Standard mapping applied
MAP0344,IN_DV_1067,Diwali Sale | Electronics | Rajasthan | Video,diwali_sale_electronics_rajasthan_video,Electronics,Video,Retention,India,Rajasthan,Priya Reddy,Mapped,Standard mapping applied
MAP0345,IN_LI_1033,New Year | Grocery | Telangana | Programmatic,new_year_grocery_telangana_programmatic,Grocery,,Conversion,India,Telangana,Neha Gupta,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0346,IN_DV_1030,Diwali Sale | Beauty | Rajasthan | Social,diwali_sale_beauty_rajasthan_social,Beauty,Social,Consideration,India,Rajasthan,Priya Reddy,Mapped,Standard mapping applied
MAP0347,IN_YO_1015,Holi Offer | Travel | Kerala | Social,holi_offer_travel_kerala_social,Travel,Social,Consideration,India,Kerala,Meera Nair,Mapped,Standard mapping applied
MAP0348,IN_DV_1066,Diwali Sale | Fashion | Maharashtra | Programmatic,diwali_sale_fashion_maharashtra_programmatic,Home Appliances,Programmatic,Retention,India,Maharashtra,Aarav Sharma,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0349,IN_LI_1028,Festive Cashback | Travel | West Bengal | Search,festive_cashback_travel_west_bengal_search,Home Appliances,Search,Retention,India,West Bengal,Neha Gupta,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0350,IN_DV_1044,Festive Cashback | EdTech | Kerala | Social,festive_cashback_edtech_kerala_social,,,Consideration,India,Kerala,Priya Reddy,Missing Mapping,Business unit/channel not mapped
MAP0351,IN_GO_1078,Back to College | EdTech | Maharashtra | Programmatic,back_to_college_edtech_maharashtra_programmatic,EdTech,Programmatic,Conversion,India,Maharashtra,Karthik Rao,Mapped,Standard mapping applied
MAP0352,IN_LI_1056,Wedding Season | Travel | Karnataka | Social,wedding_season_travel_karnataka_social,Travel,Social,Consideration,India,Karnataka,Rohan Patel,Mapped,Standard mapping applied
MAP0353,IN_ME_1018,Republic Day | Beauty | Rajasthan | Programmatic,republic_day_beauty_rajasthan_programmatic,Beauty,Programmatic,Retention,India,Rajasthan,Ananya Singh,Mapped,Standard mapping applied
MAP0354,IN_LI_1067,IPL Promo | Fashion | Uttar Pradesh | Search,ipl_promo_fashion_uttar_pradesh_search,Fashion,Search,Retention,India,Uttar Pradesh,Karthik Rao,Mapped,Standard mapping applied
MAP0355,IN_DV_1069,Monsoon Deals | Home Appliances | Gujarat | Programmatic,monsoon_deals_home_appliances_gujarat_programmatic,Grocery,Programmatic,Retention,India,Gujarat,Meera Nair,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0356,IN_ME_1072,Back to College | Home Appliances | West Bengal | Social,back_to_college_home_appliances_west_bengal_social,Home Appliances,Social,Conversion,India,West Bengal,Aarav Sharma,Mapped,Standard mapping applied
MAP0357,IN_ME_1066,Wedding Season | EdTech | Karnataka | Social,wedding_season_edtech_karnataka_social,EdTech,Social,Consideration,India,Karnataka,Aarav Sharma,Mapped,Standard mapping applied
MAP0358,IN_GO_1077,Diwali Sale | EdTech | Telangana | Search,diwali_sale_edtech_telangana_search,EdTech,Search,Awareness,India,Telangana,Priya Reddy,Mapped,Standard mapping applied
MAP0359,IN_GO_1077,Festive Cashback | Travel | West Bengal | Programmatic,festive_cashback_travel_west_bengal_programmatic,Travel,Programmatic,Conversion,India,West Bengal,Karthik Rao,Mapped,Standard mapping applied
MAP0360,IN_GO_1066,Back to College | Grocery | Tamil Nadu | Social,back_to_college_grocery_tamil_nadu_social,Grocery,Social,Consideration,India,Tamil Nadu,Karthik Rao,Mapped,Standard mapping applied
MAP0361,IN_ME_1051,Holi Offer | Grocery | Maharashtra | Display,holi_offer_grocery_maharashtra_display,Grocery,Display,Retention,India,Maharashtra,Aarav Sharma,Mapped,Standard mapping applied
MAP0362,IN_GO_1029,Back to College | Beauty | Uttar Pradesh | Video,back_to_college_beauty_uttar_pradesh_video,Beauty,Video,Consideration,India,Uttar Pradesh,Divya Menon,Mapped,Standard mapping applied
MAP0363,IN_YO_1038,Back to College | Electronics | Telangana | Programmatic,back_to_college_electronics_telangana_programmatic,Electronics,Programmatic,Conversion,India,Telangana,Karthik Rao,Mapped,Standard mapping applied
MAP0364,IN_LI_1059,New Year | Beauty | Delhi NCR | Display,new_year_beauty_delhi_ncr_display,Beauty,Display,Conversion,India,Delhi NCR,Neha Gupta,Mapped,Standard mapping applied
MAP0365,IN_YO_1046,Summer Savings | Travel | Karnataka | Social,summer_savings_travel_karnataka_social,Travel,Social,Conversion,India,Karnataka,Aarav Sharma,Mapped,Standard mapping applied
MAP0366,IN_GO_1041,Republic Day | Electronics | West Bengal | Programmatic,republic_day_electronics_west_bengal_programmatic,Electronics,Programmatic,Conversion,India,West Bengal,Sanjay Verma,Mapped,Standard mapping applied
MAP0367,IN_ME_1030,Summer Savings | Fashion | Rajasthan | Social,summer_savings_fashion_rajasthan_social,Fashion,Social,Consideration,India,Rajasthan,Karthik Rao,Mapped,Standard mapping applied
MAP0368,IN_GO_1048,Festive Cashback | Electronics | Karnataka | Programmatic,festive_cashback_electronics_karnataka_programmatic,Electronics,Programmatic,Consideration,India,Karnataka,Sanjay Verma,Mapped,Standard mapping applied
MAP0369,IN_YO_1017,Back to College | Grocery | Rajasthan | Display,back_to_college_grocery_rajasthan_display,Grocery,Display,Retention,India,Rajasthan,Neha Gupta,Mapped,Standard mapping applied
MAP0370,IN_LI_1002,Monsoon Deals | Home Appliances | Gujarat | Search,monsoon_deals_home_appliances_gujarat_search,Home Appliances,Search,Retention,India,Gujarat,Ananya Singh,Mapped,Standard mapping applied
MAP0371,IN_LI_1079,Back to College | Grocery | Delhi NCR | Social,back_to_college_grocery_delhi_ncr_social,Grocery,Social,Conversion,India,Delhi NCR,Priya Reddy,Mapped,Standard mapping applied
MAP0372,IN_YO_1030,IPL Promo | Home Appliances | Gujarat | Social,ipl_promo_home_appliances_gujarat_social,Home Appliances,Social,Conversion,India,Gujarat,Karthik Rao,Mapped,Standard mapping applied
MAP0373,IN_DV_1064,Monsoon Deals | Home Appliances | Tamil Nadu | Search,monsoon_deals_home_appliances_tamil_nadu_search,Home Appliances,Search,Consideration,India,Tamil Nadu,Sanjay Verma,Mapped,Standard mapping applied
MAP0374,IN_DV_1013,Back to College | EdTech | Delhi NCR | Programmatic,back_to_college_edtech_delhi_ncr_programmatic,,,Conversion,India,Delhi NCR,Ananya Singh,Missing Mapping,Business unit/channel not mapped
MAP0375,IN_GO_1072,Republic Day | Grocery | Rajasthan | Video,republic_day_grocery_rajasthan_video,Grocery,Video,Conversion,India,Rajasthan,Sanjay Verma,Mapped,Standard mapping applied
